player_id,ranking_category,old_points,repriced,unpriced_results
ranked-vishal-jhunjhunwala,Men's,12,5.0,0
ranked-vishesh-hemwani,Men's,20,9.0,0
ranked-vishnu-h-n,Men's,18,9.0,0
ranked-vishnu-pullela,Men's,280,108.0,1
ranked-vivek-kotak,Men's,12,5.0,0
ranked-vivek-somani,Men's,9,5.0,0
ranked-vrithik-mehta,Men's,9,5.0,0
ranked-yash-halani,Men's,18,9.0,0
ranked-yash-merchant,Men's,15,9.0,0
ranked-yashodhan-goenka,Men's,12,9.0,0
ranked-yasmin-latiff,Women's,240,216.0,0
ranked-yesh-bafna,Men's,120,,1
ranked-yug-oberoie,Men's,30,18.0,0
ranked-zahaan-ladak,Men's,20,18.0,0
ranked-zaheer-adenwala,Men's 40+,120,54.0,0
ranked-ziva-andersson,Women's,18,9.0,0
